GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
omnitribo-api,com.omnitribo.carteira.api,LancamentoFiltroRequest,0,19,0,4,0,6,0,3,0,1
omnitribo-api,com.omnitribo.carteira.api,LancamentoResponse,0,62,0,0,0,13,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,CarteiraController,0,48,0,0,0,10,0,5,0,5
omnitribo-api,com.omnitribo.carteira.api,ResumoToken,0,12,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,CarteiraResponse,0,27,0,0,0,2,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,ResgateResponse,0,53,0,0,0,10,0,3,0,3
omnitribo-api,com.omnitribo.carteira.api,SacarRequest,0,6,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,BeneficioController,5,48,1,5,1,12,1,4,0,2
omnitribo-api,com.omnitribo.carteira.api,ResultadoCredito,0,15,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,TransferenciaResponse,0,18,0,0,0,2,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,BeneficioFiltroRequest,4,77,6,16,0,7,6,11,0,6
omnitribo-api,com.omnitribo.carteira.api,ResultadoFinanciamento,0,12,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,ResgatarRequest,0,6,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,ResultadoAporte,0,12,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,ReconciliacaoController,0,10,0,0,0,4,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,BeneficioAdminController,5,51,0,0,0,18,1,3,1,3
omnitribo-api,com.omnitribo.carteira.api,ReconciliacaoResponse,0,15,0,0,0,3,0,1,0,1
omnitribo-api,com.omnitribo.carteira.api,SaqueResponse,0,15,0,0,0,2,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,ResgateController,0,15,0,0,0,4,0,2,0,2
omnitribo-api,com.omnitribo.carteira.api,BeneficioResponse,0,51,0,0,0,10,0,2,0,2
omnitribo-api,com.omnitribo,ApiApplication,5,3,0,0,2,1,1,1,1,1
omnitribo-api,com.omnitribo.integracoes.infra,ProtecoesExternas,0,76,0,0,0,15,0,3,0,3
omnitribo-api,com.omnitribo.integracoes.infra,ClienteOpenMeteo.Atual,0,18,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.integracoes.infra,DisjuntorDeChamadasExternas,5,286,9,35,5,62,9,24,0,10
omnitribo-api,com.omnitribo.integracoes.infra,ClienteViaCep,2,91,2,4,0,24,2,6,0,5
omnitribo-api,com.omnitribo.integracoes.infra,LimiteDeChamadasExternas,10,28,1,1,2,8,1,3,0,3
omnitribo-api,com.omnitribo.integracoes.infra,ClienteViaCep.Resposta,0,21,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.integracoes.infra,ProtecaoDeChamadasExternas,3,31,0,0,1,6,1,4,1,4
omnitribo-api,com.omnitribo.integracoes.infra,ClientesExternosConfig,0,19,0,0,0,6,0,3,0,3
omnitribo-api,com.omnitribo.integracoes.infra,CodigosWmo,16,8,8,3,8,4,8,3,0,1
omnitribo-api,com.omnitribo.integracoes.infra,ClassificacaoDeFalhaExterna,2,40,1,11,1,9,1,7,0,2
omnitribo-api,com.omnitribo.integracoes.infra,ClienteOpenMeteo.Resposta,0,6,0,0,0,1,0,1,0,1
omnitribo-api,com.omnitribo.integracoes.infra,DisjuntorDeChamadasExternas.Estado,0,24,0,0,0,2,0,2,0,2
omnitribo-api,com.omnitribo.integracoes.infra,DisjuntorDeChamadasExternas.Situacao,0,21,0,0,0,4,0,1,0,1
omnitribo-api,com.omnitribo.integracoes.infra,ClienteOpenMeteo,11,145,3,7,4,36,3,8,0,6
